idno,Event,Site,Date,Round,WhitePlayer,BlackPlayer,Result,WhiteELO,BlackELO,ECO,WhiteRooks7th,BlackRooks7th,Caro,Slav
31230890, London, London, 1932.??.??, 2, Menchik Vera, Alekhine Alexander, -1, ?, ?, E14, 0, 0, 0, 0, 
64260928, London, London, 1932.??.??, 3, Alekhine Alexander, Winter William, 1, ?, ?, B13, 0, 0, 0, 0, 
97905323, London, London, 1932.??.??, 4, Milner Barry Philip Stuart, Alekhine Alexander, -1, ?, ?, C28, 0, 0, 0, 0, 
34509915, London, London, 1932.??.??, 5, Alekhine Alexander, Berger Victor, 1, ?, ?, B15, 0, 0, 0, 0, 
72729257, London, London, 1932.??.??, 6, Kashdan Isaac, Alekhine Alexander, 0, ?, ?, D85, 0, 0, 0, 0, 
87332641, London, London, 1932.??.??, 7, Alekhine Alexander, Tartakower Saviely, 1, ?, ?, A51, 0, 0, 0, 0, 
40780302, London, London, 1932.??.??, 8, Maroczy Geza, Alekhine Alexander, 0, ?, ?, C46, 0, 0, 0, 0, 
7416189, London, London, 1932.??.??, 9, Alekhine Alexander, Koltanowski George, 1, ?, ?, C73, 0, 0, 0, 0, 
70037586, London, London, 1932.??.??, 10, Alekhine Alexander, Flohr Salo, 0, ?, ?, E16, 0, 0, 0, 0, 
84924555, London, London, 1932.??.??, 11, Thomas George Alan, Alekhine Alexander, 0, ?, ?, C73, 0, 0, 0, 0, 
824123, Los Angeles sim, Los Angeles, 1932.??.??, ?, Alekhine Alexander, Mc Bride R., -1, ?, ?, A82, 0, 0, 0, 0, 
26975150, Los Angeles sim, Los Angeles, 1932.??.??, ?, Alekhine Alexander, Lamb W., -1, ?, ?, D10, 0, 0, 0, 0, 
38135541, Los Angeles sim, Los Angeles, 1932.??.??, ?, Alekhine Alexander, Howe, 1, ?, ?, D53, 0, 0, 0, 0, 
52961958, Los Angeles sim, Los Angeles, 1932.??.??, ?, Alekhine Alexander, Haegg, 1, ?, ?, D61, 0, 0, 0, 0, 
24271838, Los Angeles sim, Los Angeles, 1932.??.??, ?, Alekhine Alexander, Scholtz M., -1, ?, ?, B13, 0, 0, 0, 0, 
91237025, Los Angeles sim, Los Angeles, 1932.??.??, ?, Alekhine Alexander, Vorkapich Sawyer, 1, ?, ?, D05, 0, 0, 0, 0, 
89510680, Mexico City, Mexico, 1932.??.??, 1, Acevedo Maria, Alekhine Alexander, -1, ?, ?, D32, 0, 0, 0, 0, 
57909550, Mexico City, Mexico, 1932.??.??, 2, Alekhine Alexander, Gonzalez Rojo E., 1, ?, ?, B02, 0, 0, 0, 0, 
12425326, Mexico City, Mexico, 1932.??.??, 3, Soto Larrea M., Alekhine Alexander, -1, ?, ?, D26, 0, 0, 0, 0, 
99838132, Mexico City, Mexico, 1932.??.??, 4, Alekhine Alexander, Vazquez J., 1, ?, ?, D51, 0, 0, 0, 0, 
49014290, Mexico City, Mexico, 1932.??.??, 5, Araiza Munoz Jose Joaquin, Alekhine Alexander, -1, ?, ?, D15, 0, 0, 0, 0, 
93727997, Mexico City, Mexico, 1932.??.??, 6, Alekhine Alexander, Kashdan Isaac, 0, ?, ?, C79, 0, 0, 0, 0, 
79472301, Mexico City, Mexico, 1932.??.??, 7, Asiain J., Alekhine Alexander, -1, ?, ?, B29, 0, 0, 0, 0, 
83369116, Mexico City, Mexico, 1932.??.??, 8, Alekhine Alexander, Brunner Erich, 1, ?, ?, D36, 0, 0, 0, 0, 
49971197, Mexico City, Mexico, 1932.??.??, 9, Medina J., Alekhine Alexander, -1, ?, ?, E00, 0, 0, 0, 0, 
97479236, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Evening Post, 1, ?, ?, C88, 0, 0, 0, 0, 
19421254, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Varnum/Bruzza/Ruberl, 0, ?, ?, C28, 0, 0, 0, 0, 
98818187, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, New York Athletic Cl, 1, ?, ?, D61, 0, 0, 0, 0, 
26078137, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Rosenthal Volkman, 0, ?, ?, C90, 0, 0, 0, 0, 
3155745, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Park Avenue CC, 0, ?, ?, D35, 0, 0, 0, 0, 
74419289, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Newman/Mac Murray, 0, ?, ?, D63, 0, 0, 0, 0, 
38962023, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, New York University, 0, ?, ?, E17, 0, 0, 0, 0, 
93045731, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Mc Clellan Herrick, 0, ?, ?, E17, 0, 0, 0, 0, 
56382054, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Levenstein/Grossman, 0, ?, ?, B03, 0, 0, 0, 0, 
20973085, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, James/Madison/High, -1, ?, ?, C47, 0, 0, 0, 0, 
9069712, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Herisse/Tolins/Hassialis, 1, ?, ?, B62, 0, 0, 0, 0, 
60642664, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Grossman N., -1, ?, ?, B85, 0, 0, 0, 0, 
26165527, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Green/Montgomery/Sard, 1, ?, ?, D32, 0, 0, 0, 0, 
93226597, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Grafman/Sandford/Griffith, 0, ?, ?, C68, 0, 0, 0, 0, 
83673863, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Flatbush CC., 0, ?, ?, C68, 0, 0, 0, 0, 
72380930, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Casey/Schaeffer/Lyon, -1, ?, ?, C90, 0, 0, 0, 0, 
84602807, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Carpenter/Rosenthal, 1, ?, ?, C90, 0, 0, 0, 0, 
69891942, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Brooklyn College, 0, ?, ?, C90, 0, 0, 0, 0, 
50912222, New York sim, New York, 1932.??.??, ?, Alekhine Alexander, Brooklyn CC, 0, ?, ?, C28, 0, 0, 0, 0, 
94409909, Pasadena, Pasadena, 1932.??.??, ?, Bernstein Jacob, Alekhine Alexander, -1, ?, ?, E43, 0, 0, 0, 0, 
94694155, Pasadena, Pasadena, 1932.??.??, ?, Araiza Munoz Jose Joaquin, Alekhine Alexander, -1, ?, ?, D04, 0, 0, 0, 0, 
49622870, Pasadena, Pasadena, 1932.??.??, ?, Alekhine Alexander, Steiner Herman, 1, ?, ?, C78, 0, 0, 0, 0, 
69198189, Pasadena, Pasadena, 1932.??.??, ?, Alekhine Alexander, Kashdan Isaac, 1, ?, ?, D36, 0, 0, 0, 0, 
33340125, Pasadena, Pasadena, 1932.??.??, ?, Alekhine Alexander, Fine Reuben, 0, ?, ?, B02, 0, 1, 0, 0, 
4141367, Pasadena, Pasadena, 1932.??.??, ?, Alekhine Alexander, Borochow Harry, 1, ?, ?, C82, 0, 0, 0, 0, 
94766562, Pasadena, Pasadena, 1932.??.??, ?, Alekhine Alexander, Reshevsky Samuel Herman, 1, ?, ?, D35, 0, 0, 0, 0, 
46811163, Pasadena, Pasadena, 1932.??.??, ?, Reinfeld Fred, Alekhine Alexander, 0, ?, ?, D48, 0, 0, 0, 0, 
22525718, Pasadena, Pasadena, 1932.??.??, ?, Fink Adolf, Alekhine Alexander, -1, ?, ?, C44, 0, 0, 0, 0, 
32049276, Pasadena, Pasadena, 1932.??.??, ?, Dake Arthur William, Alekhine Alexander, 1, ?, ?, B13, 0, 0, 0, 0, 
10040554, Pasadena, Pasadena, 1932.??.??, ?, Factor Samuel, Alekhine Alexander, 0, ?, ?, B02, 0, 0, 1, 0, 
81301646, Toronto sim, Toronto, 1932.??.??, ?, Alekhine Alexander, Anderson BM., 0, ?, ?, D31, 0, 0, 0, 0, 
1183785, Toronto sim, Toronto, 1932.??.??, ?, Alekhine Alexander, Gale SE., -1, ?, ?, C87, 0, 0, 0, 0, 
40028028, Toronto sim, Toronto, 1932.??.??, ?, Alekhine Alexander, Hoffman, -1, ?, ?, C25, 0, 0, 0, 0, 
21687138, Toronto sim, Toronto, 1932.??.??, ?, Alekhine Alexander, Luvstrand D., -1, ?, ?, E20, 0, 0, 0, 0, 
33352359, Amsterdam sim, Amsterdam, 1933.??.??, ?, Alekhine Alexander, Hulscher, 1, ?, ?, C62, 0, 0, 0, 0, 
77478197, Amsterdam sim, Amsterdam, 1933.??.??, ?, Alekhine Alexander, Kleefstra, -1, ?, ?, C80, 0, 0, 0, 0, 
72830675, Amsterdam sim, Amsterdam, 1933.??.??, ?, Alekhine Alexander, Prins Lodewijk, -1, ?, ?, A40, 0, 0, 0, 0, 
52077701, Amsterdam sim, Amsterdam, 1933.??.??, ?, Alekhine Alexander, Frijda, -1, ?, ?, C11, 0, 0, 0, 0, 
55972277, Amsterdam sim, Amsterdam, 1933.??.??, ?, Alekhine Alexander, Euwe Max, 1, ?, ?, B10, 0, 0, 0, 0, 
18160244, Amsterdam sim, Amsterdam, 1933.??.??, ?, Alekhine Alexander, Mulder, 0, ?, ?, D63, 0, 0, 0, 0, 
69500876, Bandung sim, Bandung, 1933.??.??, ?, Alekhine Alexander, Piso RJ., 0, ?, ?, D06, 0, 0, 0, 0, 
43283518, Bandung sim, Bandung, 1933.??.??, ?, Alekhine Alexander, Grijns GW., -1, ?, ?, C78, 0, 0, 0, 0, 
50103462, Bandung sim, Bandung, 1933.??.??, ?, Alekhine Alexander, Baljet Lindenaar, 1, ?, ?, A60, 0, 0, 0, 0, 
55214818, Bandung sim, Bandung, 1933.??.??, ?, Alekhine Alexander, Ellerbrock Manfred, 1, ?, ?, C68, 0, 0, 0, 0, 
37700534, Bandung sim, Bandung, 1933.??.??, ?, Alekhine Alexander, De Wit, 1, ?, ?, D18, 0, 0, 0, 0, 
24268091, Bandung sim, Bandung, 1933.??.??, ?, Alekhine Alexander, Asmai/Padar/Kartosoe, 1, ?, ?, C10, 0, 0, 0, 0, 
79032985, Bandung sim, Bandung, 1933.??.??, ?, Alekhine Alexander, Onnen PW., 1, ?, ?, C11, 0, 0, 0, 0, 
59471476, Bandung sim, Bandung, 1933.??.??, ?, Alekhine Alexander, Onnen PW., 1, ?, ?, B41, 0, 0, 0, 0, 
95177722, Bandung sim, Bandung, 1933.??.??, ?, Alekhine Alexander, Tampboelon Moersid, 1, ?, ?, B14, 0, 0, 0, 0, 
3156941, Basel sim, Basel, 1933.??.??, ?, Alekhine Alexander, Schabad, 1, ?, ?, D00, 0, 0, 0, 0, 
94107369, Basel sim, Basel, 1933.??.??, ?, Alekhine Alexander, Meck K., 1, ?, ?, D05, 0, 0, 0, 0, 
61985199, Basel sim, Basel, 1933.??.??, ?, Alekhine Alexander, Mueller P., -1, ?, ?, D60, 0, 0, 0, 0, 
62398092, Basel sim, Basel, 1933.??.??, ?, Alekhine Alexander, Freivogel, -1, ?, ?, D52, 0, 0, 0, 0, 
90560925, Basel sim, Basel, 1933.??.??, ?, Alekhine Alexander, Keller E., 0, ?, ?, B13, 0, 0, 0, 0, 
28204769, Basel sim, Basel, 1933.??.??, ?, Alekhine Alexander, Duhm D., 0, ?, ?, C68, 0, 0, 0, 0, 
55233656, Chicago sim blindfold, Chicago, 1933.??.??, ?, Alekhine Alexander, Moore Jean, 0, ?, ?, C53, 0, 0, 0, 0, 
40202191, Chicago sim blindfold, Chicago, 1933.??.??, ?, Alekhine Alexander, Mezirov, 0, ?, ?, B07, 0, 0, 0, 0, 
6207740, Chicago sim blindfold, Chicago, 1933.??.??, ?, Alekhine Alexander, Wagner EA., 1, ?, ?, A40, 0, 0, 0, 0, 
17162917, Chicago sim blindfold, Chicago, 1933.??.??, ?, Alekhine Alexander, Kohler, 1, ?, ?, B01, 0, 0, 0, 0, 
5685450, Chicago sim blindfold, Chicago, 1933.??.??, ?, Alekhine Alexander, Hawley G., 1, ?, ?, D55, 0, 0, 0, 0, 
88290515, Chicago sim blindfold, Chicago, 1933.??.??, ?, Alekhine Alexander, Engholm NG., 1, ?, ?, B02, 0, 0, 0, 0, 
35399458, Chicago sim blindfold, Chicago, 1933.??.??, ?, Alekhine Alexander, Bisno, 1, ?, ?, A81, 0, 0, 0, 0, 
26134547, Chicago sim blindfold, Chicago, 1933.??.??, ?, Alekhine Alexander, Anderson Arthur, 1, ?, ?, C45, 0, 0, 0, 0, 
65960848, Chicago sim blindfold, Chicago, 1933.??.??, ?, Alekhine Alexander, Sheffield Virginia, 1, ?, ?, C36, 0, 0, 0, 0, 
46603632, Folkestone ol, Folkestone, 1933.??.??, 1, Alekhine Alexander, Soultanbeieff Victor Ivanovich, 1, ?, ?, D30, 0, 0, 0, 0, 
43992310, Folkestone ol, Folkestone, 1933.??.??, 2, Alekhine Alexander, Tartakower Saviely, -1, ?, ?, D58, 0, 0, 0, 0, 
48185516, Folkestone ol, Folkestone, 1933.??.??, 3, Kashdan Isaac, Alekhine Alexander, 0, ?, ?, D41, 0, 0, 0, 0, 
33481345, Folkestone ol, Folkestone, 1933.??.??, 4, Alekhine Alexander, Apsenieks Fricis, 1, ?, ?, D30, 0, 0, 0, 0, 
22942605, Folkestone ol, Folkestone, 1933.??.??, 5, Sultan Khan Mir, Alekhine Alexander, -1, ?, ?, D02, 0, 0, 0, 0, 
18415212, Folkestone ol, Folkestone, 1933.??.??, 8, Alekhine Alexander, Andersen Erik Sr, 1, ?, ?, C62, 0, 0, 0, 0, 
62925244, Folkestone ol, Folkestone, 1933.??.??, 9, Rosselli del Turco Stefano, Alekhine Alexander, 0, ?, ?, D40, 0, 0, 0, 0, 
58850479, Folkestone ol, Folkestone, 1933.??.??, 10, Alekhine Alexander, Mikenas Vladas, 1, ?, ?, B06, 0, 0, 0, 0, 
74606482, Folkestone ol, Folkestone, 1933.??.??, 11, Steiner Lajos, Alekhine Alexander, -1, ?, ?, C86, 0, 0, 0, 0, 
938501, Folkestone ol, Folkestone, 1933.??.??, 13, Alekhine Alexander, Stahlberg Gideon, 0, ?, ?, C11, 0, 0, 0, 0, 
10570101, Folkestone ol, Folkestone, 1933.??.??, 14, Alekhine Alexander, Asgeirsson Asmundur, 1, ?, ?, A46, 0, 0, 0, 0, 
38095393, Folkestone ol, Folkestone, 1933.??.??, 15, Fairhurst William Albert, Alekhine Alexander, -1, ?, ?, D41, 0, 0, 0, 0, 
30289062, Hastings3334, Hastings, 1933.??.??, 1, Tylor Theodore, Alekhine Alexander, 0, ?, ?, C42, 0, 0, 0, 0, 
52594241, Hastings3334, Hastings, 1933.??.??, 2, Menchik Vera, Alekhine Alexander, -1, ?, ?, A43, 0, 0, 0, 0, 
5918388, Hastings3334, Hastings, 1933.??.??, 3, Alekhine Alexander, Lilienthal Andor, 1, ?, ?, A22, 0, 0, 0, 0, 
23406250, Hastings3334, Hastings, 1933.??.??, 4, Thomas George Alan, Alekhine Alexander, 0, ?, ?, C41, 0, 0, 0, 0, 
39316931, Hastings3334, Hastings, 1933.??.??, 5, Alekhine Alexander, Alexander Conel Hughes, 0, ?, ?, C43, 0, 1, 0, 0, 
92106857, Hastings3334, Hastings, 1933.??.??, 6, Milner Barry Philip Stuart, Alekhine Alexander, -1, ?, ?, B02, 0, 0, 0, 0, 
84878789, Hastings3334, Hastings, 1933.??.??, 7, Alekhine Alexander, Eliskases Erich Gottlieb, 0, ?, ?, E24, 0, 0, 0, 0, 
48489295, Hastings3334, Hastings, 1933.??.??, 8, Flohr Salo, Alekhine Alexander, 0, ?, ?, D02, 0, 0, 0, 0, 
93140461, Hastings3334, Hastings, 1933.??.??, 9, Alekhine Alexander, Michell Reginald Pryce, 1, ?, ?, C79, 0, 0, 0, 0, 
81593355, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Evans, 1, ?, ?, D06, 0, 0, 0, 0, 
51523868, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Destur RA., 1, ?, ?, D06, 0, 0, 0, 0, 
40109117, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Gledhill HB., 1, ?, ?, D36, 0, 0, 0, 0, 
22094068, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Gledhill HB., 1, ?, ?, C48, 0, 0, 0, 0, 
62372577, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Moore, 1, ?, ?, C30, 0, 0, 0, 0, 
87427417, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Desai RE., 1, ?, ?, C65, 0, 0, 0, 0, 
32369976, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, De Carvalho D., 0, ?, ?, C23, 0, 0, 0, 0, 
10744064, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, De Carvalho D., 1, ?, ?, C64, 0, 0, 0, 0, 
73052499, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Pollock H., 0, ?, ?, C31, 0, 0, 0, 0, 
5254994, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Ridlington Russ, 0, ?, ?, E85, 0, 0, 0, 0, 
55457140, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Sequeira Joao F A, 1, ?, ?, C11, 0, 0, 0, 0, 
9586804, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Sequeira Joao F A, 1, ?, ?, C28, 0, 0, 0, 0, 
40017012, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Sequeira Joao F A, 1, ?, ?, D03, 0, 0, 0, 1, 
40940621, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Soltan, 1, ?, ?, B00, 0, 0, 0, 0, 
74538425, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Wong CE., 1, ?, ?, A50, 0, 0, 0, 0, 
24607052, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Davies EJ., -1, ?, ?, C29, 0, 0, 0, 0, 
58395816, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Biriukoff, 1, ?, ?, C48, 0, 0, 0, 0, 
83361218, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Paul BW., 1, ?, ?, E85, 0, 0, 0, 0, 
7722829, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Pollock H., 1, ?, ?, C25, 0, 0, 0, 0, 
62708866, Hong Kong sim, Hong Kong, 1933.??.??, ?, Alekhine Alexander, Davies EJ., 1, ?, ?, D05, 0, 0, 0, 1, 
25407564, Jakarta sim, Jakarta, 1933.??.??, ?, Wertheim W., Alekhine Alexander, -1, ?, ?, C46, 0, 0, 0, 0, 
29893476, Jakarta sim, Jakarta, 1933.??.??, ?, Alekhine Alexander, Van Hasselt CJ., 0, ?, ?, C68, 0, 0, 0, 0, 
33948955, Jakarta sim, Jakarta, 1933.??.??, ?, Alekhine Alexander, Wertheim W., -1, ?, ?, B50, 0, 0, 0, 0, 
34071186, Jakarta sim, Jakarta, 1933.??.??, ?, Alekhine Alexander, Wertheim W., 1, ?, ?, D31, 0, 0, 0, 0, 
83113583, Jakarta sim, Jakarta, 1933.??.??, ?, Engelen JC., Alekhine Alexander, -1, ?, ?, E14, 0, 0, 0, 0, 
94140613, Jakarta sim, Jakarta, 1933.??.??, ?, Frahm EDG., Alekhine Alexander, 0, ?, ?, C49, 0, 0, 0, 0, 
2876324, Jakarta sim, Jakarta, 1933.??.??, ?, Alekhine Alexander, Frahm EDG., 1, ?, ?, B20, 0, 0, 0, 0, 
21815994, Jakarta sim, Jakarta, 1933.??.??, ?, Alekhine Alexander, Rosemuller A., 1, ?, ?, D51, 0, 0, 0, 0, 
67240954, Jakarta sim, Jakarta, 1933.??.??, ?, Alekhine Alexander, Rogoveen CM., 1, ?, ?, B45, 0, 0, 0, 0, 
55370947, Jakarta sim, Jakarta, 1933.??.??, ?, Alekhine Alexander, Rumat PF., 0, ?, ?, B20, 0, 0, 0, 0, 
58369217, Jakarta sim, Jakarta, 1933.??.??, ?, Alekhine Alexander, Engelen JC., -1, ?, ?, B47, 0, 0, 0, 0, 
79533064, Jakarta sim, Jakarta, 1933.??.??, ?, Alekhine Alexander, Bleymans D., 1, ?, ?, A90, 0, 0, 0, 0, 
39645337, Malang sim, Malang, 1933.??.??, ?, Alekhine Alexander, Stegerhoek A., 1, ?, ?, C21, 0, 1, 1, 0, 
5366254, Malang sim, Malang, 1933.??.??, ?, Alekhine Alexander, Burer LC., 1, ?, ?, E85, 0, 0, 0, 0, 
65708769, Malang sim, Malang, 1933.??.??, ?, Alekhine Alexander, De Haan CMH., 0, ?, ?, C60, 0, 0, 0, 0, 
28792664, Malang sim, Malang, 1933.??.??, ?, Alekhine Alexander, Goelangge A., 0, ?, ?, B20, 0, 0, 0, 0, 
37558164, Malang sim, Malang, 1933.??.??, ?, Alekhine Alexander, Lamminga S., 0, ?, ?, D61, 0, 0, 0, 0, 
49655021, Palembang sim, Palembang, 1933.??.??, ?, Alekhine Alexander, Ward AB., 1, ?, ?, D06, 0, 0, 0, 0, 
66012177, Palembang sim, Palembang, 1933.??.??, ?, Alekhine Alexander, Kroese A., 1, ?, ?, B83, 0, 0, 1, 0, 
82930305, Palembang sim, Palembang, 1933.??.??, ?, Alekhine Alexander, Geitz E., 1, ?, ?, C77, 0, 0, 0, 0, 
73341747, Palembang sim, Palembang, 1933.??.??, ?, Alekhine Alexander, Barth, 1, ?, ?, C10, 0, 0, 0, 0, 
69623132, Palembang sim, Palembang, 1933.??.??, ?, Alekhine Alexander, Simons W., 1, ?, ?, D63, 0, 0, 0, 0, 
52025760, Paris, Paris, 1933.??.??, 1, Alekhine Alexander, Lazard Frederic, 1, ?, ?, D32, 0, 0, 0, 0, 
37160283, Paris m, Paris, 1933.??.??, 1, Bernstein Ossip, Alekhine Alexander, -1, ?, ?, C71, 0, 0, 0, 0, 
73947762, Paris, Paris, 1933.??.??, 2, Gromer Aristide, Alekhine Alexander, -1, ?, ?, C73, 0, 0, 0, 0, 
40063862, Paris m, Paris, 1933.??.??, 2, Alekhine Alexander, Bernstein Ossip, 0, ?, ?, C86, 0, 0, 0, 0, 
52226770, Paris m, Paris, 1933.??.??, 3, Bernstein Ossip, Alekhine Alexander, 1, ?, ?, C42, 0, 0, 0, 0, 
59996475, Paris, Paris, 1933.??.??, 3, Alekhine Alexander, Frentz M., 1, ?, ?, B60, 0, 0, 0, 0, 
7729582, Paris, Paris, 1933.??.??, 4, Znosko Borovsky Eugene , Alekhine Alexander, -1, ?, ?, C87, 0, 0, 0, 0, 
51413244, Paris m, Paris, 1933.??.??, 4, Alekhine Alexander, Bernstein Ossip, 0, ?, ?, D56, 0, 0, 0, 0, 
98935211, Paris, Paris, 1933.??.??, 5, Alekhine Alexander, Zuckerman Bernard, 1, ?, ?, D63, 0, 0, 0, 0, 
14980620, Paris, Paris, 1933.??.??, 6, Raizman Maurice, Alekhine Alexander, -1, ?, ?, A06, 0, 0, 1, 0, 
64642408, Paris, Paris, 1933.??.??, 7, Alekhine Alexander, Tartakower Saviely, 0, ?, ?, B02, 0, 0, 0, 0, 
87080581, Paris, Paris, 1933.??.??, 8, Alekhine Alexander, Baratz Abraham, 1, ?, ?, E54, 0, 0, 0, 0, 
2942502, Paris, Paris, 1933.??.??, 9, Lilienthal Andor, Alekhine Alexander, 0, ?, ?, C79, 0, 0, 0, 0, 
81674428, Semmering sim, Semmering, 1933.??.??, ?, Alekhine Alexander, Engelen LG., 1, ?, ?, D06, 0, 0, 0, 0, 
75379164, Semmering sim, Semmering, 1933.??.??, ?, Alekhine Alexander, Biewanus A., 1, ?, ?, B07, 0, 0, 0, 0, 
28631277, Semmering sim, Semmering, 1933.??.??, ?, Alekhine Alexander, Bianchi JHK., 1, ?, ?, B74, 0, 0, 0, 0, 
73832743, Semmering sim, Semmering, 1933.??.??, ?, Alekhine Alexander, Van Rhee W., 1, ?, ?, B15, 0, 0, 0, 0, 
25181495, Semmering sim, Semmering, 1933.??.??, ?, Alekhine Alexander, Goossens G., 1, ?, ?, D06, 0, 0, 0, 0, 
87038964, Semmering sim, Semmering, 1933.??.??, 1, Alekhine Alexander, Hoelsder, 1, ?, ?, C62, 0, 0, 0, 0, 
55223657, Surabaya sim, Surabaya, 1933.??.??, ?, Bueters Schut, Alekhine Alexander, -1, ?, ?, C75, 0, 0, 0, 0, 
23743307, Surabaya sim, Surabaya, 1933.??.??, ?, Myer Konig, Alekhine Alexander, -1, ?, ?, C53, 0, 0, 0, 0, 
2665312, Surabaya sim, Surabaya, 1933.??.??, ?, Alie Hasan, Alekhine Alexander, -1, ?, ?, E30, 0, 0, 0, 0, 
19347036, Surabaya sim, Surabaya, 1933.??.??, ?, Alekhine Alexander, Tajibnapis A., 0, ?, ?, D00, 0, 0, 0, 0, 
50789464, Surabaya sim, Surabaya, 1933.??.??, ?, Alekhine Alexander, Rockhooven Roosjen, 1, ?, ?, D60, 0, 0, 0, 0, 
38556267, Surabaya sim, Surabaya, 1933.??.??, ?, Alekhine Alexander, Mooyman Citroen, 1, ?, ?, D06, 0, 0, 0, 0, 
10730257, Surabaya sim, Surabaya, 1933.??.??, ?, Alekhine Alexander, Bleye Bon, 0, ?, ?, D35, 0, 0, 0, 0, 
9378991, Surabaya sim, Surabaya, 1933.??.??, ?, Alekhine Alexander, Surber, -1, ?, ?, B20, 0, 0, 0, 0, 
82502129, Surabaya sim, Surabaya, 1933.??.??, ?, Alekhine Alexander, Deutman Chapiro, 1, ?, ?, B45, 0, 0, 0, 0, 
98206179, Surabaya sim, Surabaya, 1933.??.??, ?, Alekhine Alexander, Dinger WN., 1, ?, ?, A40, 0, 0, 0, 0, 
5033644, Tokio sim, Tokio, 1933.??.??, ?, Kimuto, Alekhine Alexander, 1, ?, ?, C49, 0, 0, 0, 0, 
61210767, Tokio sim, Tokio, 1933.??.??, ?, Alekhine Alexander, Kimura, 1, ?, ?, C73, 0, 0, 0, 0, 
27411009, Washington DC sim, Washington, 1933.??.??, ?, Alekhine Alexander, Bettinger C., 1, ?, ?, B02, 0, 0, 0, 0, 
92648663, Washington DC sim, Washington, 1933.??.??, ?, Alekhine Alexander, Alden J., 1, ?, ?, C28, 0, 0, 0, 0, 
94184362, Washington DC sim, Washington, 1933.??.??, ?, Alekhine Alexander, Schuman EV., 1, ?, ?, C10, 0, 0, 0, 0, 
95433576, Washington DC sim, Washington, 1933.??.??, ?, Alekhine Alexander, Jones L., -1, ?, ?, B41, 0, 0, 0, 0, 
11113610, Washington DC sim, Washington, 1933.??.??, ?, Alekhine Alexander, Wilkins T., 1, ?, ?, C15, 0, 0, 0, 0, 
63024872, Washington DC sim, Washington, 1933.??.??, ?, Alekhine Alexander, Allner F., 1, ?, ?, B01, 0, 0, 0, 0, 
9843763, Washington DC sim, Washington, 1933.??.??, ?, Alekhine Alexander, Manning John, 1, ?, ?, D06, 0, 0, 0, 0, 
11276604, Znojmo sim, Znojmo, 1933.??.??, ?, Alekhine Alexander, Urban B., 0, ?, ?, B19, 0, 0, 0, 0, 
72191258, Znojmo sim, Znojmo, 1933.??.??, ?, Alekhine Alexander, Gargulak M., -1, ?, ?, C51, 0, 0, 0, 0, 
11239880, World Championship 15th, Germany, 1934.??.??, 1, Bogoljubow Efim, Alekhine Alexander, 0, ?, ?, D50, 0, 0, 0, 0, 
27851173, World Championship 15th, Germany, 1934.??.??, 2, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, D48, 0, 0, 0, 0, 
